0,0,0.692503,0.646667,0.699355,0.328333
0,1,0.691451,0.816667,0.694984,0.325
0,2,0.690129,0.923333,0.692208,0.34
0,3,0.687878,0.99,0.688375,0.386667
0,4,0.685548,1.0,0.682681,0.456667
0,5,0.682158,1.0,0.682517,0.446667
0,6,0.676999,1.0,0.681233,0.468333
0,7,0.669754,1.0,0.682203,0.48
0,8,0.662661,1.0,0.683448,0.491667
0,9,0.657925,1.0,0.685111,0.486667
0,10,0.656187,1.0,0.686034,0.493333
0,11,0.656034,1.0,0.685078,0.493333
0,12,0.65761,1.0,0.684739,0.498333
0,13,0.660341,1.0,0.682931,0.488333
0,14,0.663813,1.0,0.681662,0.495
0,15,0.666871,1.0,0.680356,0.498333
0,16,0.669669,1.0,0.67852,0.496667
0,17,0.670538,1.0,0.677961,0.493333
0,18,0.667171,1.0,0.679749,0.491667
0,19,0.653326,1.0,0.68475,0.491667
0,20,0.640808,1.0,0.689884,0.491667
0,21,0.632389,1.0,0.69058,0.5
0,22,0.624404,1.0,0.692047,0.5
0,23,0.616237,1.0,0.695251,0.5
0,24,0.609514,1.0,0.697989,0.5
0,25,0.602594,1.0,0.698,0.5
0,26,0.593577,1.0,0.702298,0.5
0,27,0.588129,1.0,0.704467,0.5
0,28,0.580994,1.0,0.706573,0.5
0,29,0.575996,1.0,0.708605,0.5
0,30,0.570304,1.0,0.711795,0.5
0,31,0.566808,1.0,0.712901,0.5
0,32,0.563643,1.0,0.714238,0.5
0,33,0.559484,1.0,0.715521,0.5
0,34,0.556632,1.0,0.717139,0.5
0,35,0.554791,1.0,0.717206,0.5
0,36,0.552685,1.0,0.716455,0.5
0,37,0.551778,1.0,0.717211,0.5
0,38,0.551272,1.0,0.71821,0.5
0,39,0.550526,1.0,0.718228,0.5
0,40,0.550963,1.0,0.717835,0.5
0,41,0.551395,1.0,0.716296,0.5
0,42,0.550921,1.0,0.716278,0.5
0,43,0.551621,1.0,0.715895,0.5
0,44,0.552998,1.0,0.714621,0.5
0,45,0.55304,1.0,0.714622,0.5
0,46,0.553892,1.0,0.713912,0.5
0,47,0.554793,1.0,0.713214,0.5
0,48,0.555585,1.0,0.712503,0.5
0,49,0.556474,1.0,0.711816,0.5
0,50,0.557928,1.0,0.710459,0.5
0,51,0.558473,1.0,0.710598,0.5
0,52,0.55955,1.0,0.710136,0.5
